"name","icono","range","tags","description"
"Falso Doble","ilusion.png",5,"[Rango 5][Ilusión][Concentración]","Te vuelves [Invisible] y un doble ilusorio
de ti aparece donde estés, permaneciendo durante 1 hora. Puedes emplear
una acción para mover al doble hasta
dos veces tu velocidad y realizar gestos,
hablar o actuar de la forma que elijas.
Puedes percibir a través de sus sentidos
o a través de los tuyos, pero nunca a
través de ambos simultáneamente.
Si atacas o lanzas otro conjuro, el efecto
de invisibilidad en ti desaparece.
"
"Faro de Esperanza","abjuracion.png",3,"[Rango 3][Abjuración][Concentración]","Elige cualquier número de criaturas dentro de un radio de 12 metros centrado
en ti. Durante 1 minuto, cada objetivo
posee ventaja en sus salvaciones de
Voluntad y salvaciones de muerte, y con
cualquier forma de curación recupera la
cantidad máxima posible de PG.
"
"Festín de Héroes","conjuracion.png",6,"[Rango 6][Conjuración][Coste 10 pr][Diario]","Meditas durante 10 minutos y creas un
gran festín, compuesto por la comida
y la bebida más deliciosa que se pueda
degustar.
El festín dura 1 hora y sus beneficios no
se activarán hasta que haya finalizado
este tiempo.
Hasta 12 criaturas que formen parte del
festín obtienen los siguientes beneficios:
• Eliminación de todas las enfermedades y venenos.
• Inmunidad al veneno y al estado
[Asustado].
• Ventaja en las salvaciones de Voluntad.
• Obtención de 2d10 PG temporales.
Estos beneficios duran hasta que se
realice un descanso o hasta que pasen
24 horas, lo que suceda antes.
"
"Flecha Ácida de Melton","evocacion.png",2,"[Rango 2][Evocación]","Disparas una reluciente flecha verde
hacia un objetivo a un máximo de 36
metros de ti. Realiza un ataque de conjuro cuerpo a cuerpo. Si logras impactar,
el objetivo sufre 4d4 puntos de daño de
ácido y 2d4 puntos de daño de ácido al
final de su siguiente turno. Si fallas, la
flecha salpica ácido al objetivo causándole la mitad del daño inicial y nada de
daño al final de su siguiente turno.
<br><br><b>Potenciación</b>. Incrementas el daño —
tanto el inicial como el posterior— 1d4
por cada rango que aumentes.
"
"Forma Gaseosa","transmutacion.png",3,"[Rango 3][Transmutación][Concentración]","Tocas a una criatura que no posea la
clave [Incor póreo] y la transformas a ella y
a sus pertenencias en una nube durante
1 hora o hasta que sus PG desciendan
a 0. La criatura tan solo puede moverse
4 metros volando y puede ocupar el
espacio de otra criatura. Recibe resistencia al daño no mágico, ventaja en
las salvaciones de Reflejos y Fortaleza,
y podrá pasar a través de pequeños
agujeros y grietas. Sin embargo, no
podrá hablar, manipular objetos, atacar
ni lanzar conjuros.
"
"Formas Salvajes","transmutacion.png",8,"[Rango 8][Transmutación][Concentración]","Elige cualquier número de criaturas
visibles a un máximo de 12 metros de
ti. Transformas a cada objetivo en una
[Bestia] de nivel 5 o inferior. Durante 24 horas, puedes utilizar
tu acción para transformar a una de
las criaturas afectadas en una nueva
forma animal.
Las reglas de las transformación son
las mismas del talento Forma Salvaje
del druida.
"
"Fuego Feérico","evocacion.png",1,"[Rango 1][Evocación][Concentración]","Escoge un punto a 24 metros de ti. Cada
criatura y objeto en un radio de 8 metros
dentro del alcance emite una luz tenue
azul, verde o violeta en un radio de 8
metros durante 1 minuto. Las criaturas
afectadas pueden evitar el efecto superando una salvación de Reflejos.
Cualquier tirada de ataque contra una
criatura afectada tiene ventaja. Además,
una criatura que esté bajo los efectos de
este conjuro no puede beneficiarse de la
invisibilidad.
"
"Fuego Lunar","evocacion.png",2,"[Rango 2][Evocación][Concentración]","Creas un rayo plateado de luz pálida
en un área de 2 metros de lado y 16
metros de alto centrado en un punto a
un máximo de 48 metros de ti. Durante
1 minuto, la luz tenue llena el cilindro
y toda criatura que entra en el área del
efecto por primera vez en un turno, o
empieza su turno en ella, queda envuelta
en llamas fantasmales que causan un dolor abrasador. Si no supera una salvación
de Fortaleza, sufre 2d10 puntos de daño
de luz. Si la supera, la mitad del daño.
Un [Cambiaformas] tiene ventaja en esta
salvación y, si falla, sobra vuelve a su
forma original instantáneamente, no
pudiendo asumir ninguna forma hasta
abandonar la luz del conjuro.
Mientras dura el conjuro puedes usar
una acción para mover el rayo 24 metros
en cualquier dirección.
<br><br><b>Potenciación</b>. Incrementas el daño
1d10 por cada rango que aumentes.
"
"Fuego Sagrado","evocacion.png",0,"[A Voluntad][Evocación]","Invocas una implacable llama sagrada
que desciende hasta una criatura que
puedas ver a un máximo de 24 metros
de ti. La criatura debe superar una salvación de Reflejos o sufrir 1d6 puntos de
daño de luz.
El daño aumenta 1d6 cuando subes al
nivel 3 (2d6), al nivel 6 (3d6) y al nivel
9 (4d6).
"
"Fulgor","evocacion.png",0,"[A Voluntad][Evocación]","Tocas un objeto que no mida más de
2 metros de lado. Durante la próxima
hora, el objeto emite una luz resplandeciente en un radio de 8 metros y luz
tenue en los siguientes 8 metros. La
luz puede tener el color que escojas. El
conjuro finaliza tras 1 hora, si empleas
una acción para disiparlo o si lanzas de
nuevo Fulgor.
Si tienes como objetivo un objeto que
está sujeto o transportado por una
criatura hostil, esta criatura debe superar
una salvación de Reflejos para evitar
el conjuro.
"
"Fundirse con la Piedra","transmutacion.png",3,"[Rango 3][Transmutación][Ritual]","Tocas y te sumerges durante 8 horas en
un objeto o una superficie de piedra suficientemente grande como para contener
tu cuerpo. Mientras estés fundido con
la piedra eres indetectable por métodos
no mágicos, no puedes ver lo que ocurre
fuera y tienes desventaja en cualquier
prueba de atributo de Sabiduría que
realices para escuchar. Permaneces
consciente del paso del tiempo y puedes
lanzar conjuros sobre ti mismo, pero no
te puedes mover.
La destrucción parcial de la piedra te
expulsa y te inflige 6d6 puntos de daño
contundente. La destrucción completa de la piedra te expulsa y te inflige 50
puntos de daño contundente. Si eres
expulsado, caes tumbado en el espacio
vacío más cercano al punto por el que
entraste al principio.
"
"Glifo de Protección","abjuracion.png",3,"[Rango 3][Abjuración][Coste 2 pr]","Empleas 1 hora en inscribir un glifo
sobre una superficie de un diámetro
inferior a 4 metros o dentro de algún
objeto que pueda ser cerrado. El glifo es
casi invisible y requiere una prueba de
atributo de Inteligencia contra la CD de
salvación del conjuro para ser encontrado. Tú decides qué activa el glifo cuando
lanzas el conjuro, detallando tanto como
quieras las condiciones. Una vez que el
glifo se activa, el conjuro finaliza.
Cuando inscribas el glifo, elige entre
glifo de conjuro o glifo explosivo:
• Glifo de Conjuro. Puedes almacenar en el glifo un conjuro preparado de rango 3 o inferior que debe
tener como objetivo a una única
criatura o un área. Si el hechizo
tiene un objetivo, el conjuro toma
como objetivo a la criatura que
activa el glifo. Si el conjuro es de
área, el área se centra en la criatura.
Si el conjuro convoca criaturas
hostiles o crea objetos peligrosos o
trampas, estas aparecen lo más cerca posible del intruso y lo atacan. Si
el conjuro requiere concentración,
dura hasta su duración completa.
• Glifo Explosivo. Cuando sea
activado, el glifo estalla en energía
mágica en una esfera de 8 metros
de radio centrado en el glifo. Cada
criatura en el área sufre 5d8 puntos
de daño ácido, de trueno, de rayo,
de escarcha o de fuego —tú eliges
el tipo de daño cuando creas el glifo— o la mitad del daño si supera
con éxito una salvación de Reflejos.
<br><br><b>Potenciación</b>. El glifo explosivo incrementa el daño 1d8 por cada rango que
aumentes. El glifo de conjuro te permite
almacenar cualquier conjuro de un rango del mismo nivel que el que has usado
para el glifo de protección.
"
"Globo de Invulnerabilidad","abjuracion.png",6,"[Rango 6][Abjuración][Concentración]","Creas sobre ti una barrera inmóvil de
4 metros de radio que dura 1 minuto.
Cualquier conjuro de rango inferior a 6
que se lance fuera de la barrera y que
pueda afectar a un objetivo o a un área
del interior de la barrera no tiene efecto.
No se puede emplear la potenciación
de un conjuro para evitar los efectos del
Globo de Invulnerabilidad.
<br><br><b>Potenciación</b>. La barrera bloquea el
efecto de los conjuros de cualquier rango inferior al rango con el que se lance
este conjuro.
"
"Grasa","conjuracion.png",1,"[Rango 1][Conjuración]","Una grasa resbaladiza cubre durante 1
minuto un área de 4 metros cuadrados
centrada en un punto a un máximo de
24 metros de ti. Esta área recibe la clave
[Terreno Difícil].
Cada criatura que esté en el área en
el momento del lanzamiento, que se
mueva o que finalice el turno en ella,
debe superar una salvación de Reflejos
o quedar en estado [Derribado].
"
"Guía Divina","adivinacion.png",0,"[A Voluntad][Adivinación][Concentración]","Tocas una criatura aliada. Cuando la
criatura haga una prueba de atributo,
puede elegir añadir 1d4 al resultado
antes o después de realizar la tirada.
El conjuro finaliza tras 1 minuto o tras
ser usado.
"
"Hablar con las Plantas","transmutacion.png",3,"[Rango 3][Transmutación]","Durante 10 minutos, dotas a las plantas
en un radio de 12 metros de ti de una
limitada conciencia y de la habilidad de
comunicarse contigo y seguir indicaciones simples. Puedes preguntar a las
plantas sobre eventos dentro del área del
conjuro durante el último día.
Las plantas pueden ser capaces de realizar otras tareas para ti, bajo el criterio
del Árbitro.
"
"Hablar con los Animales","adivinacion.png",1,"[Rango 1][Adivinación][Ritual]","Durante 10 minutos, ganas la habilidad
de comprender y comunicarte con las
criaturas con la clave [Bestia].
"
"Hablar con los Muertos","necromancia.png",3,"[Rango 3][Nigromancia]","Durante 10 minutos, concedes la
apariencia de vida e inteligencia a un
cadáver de tu elección a un máximo de
4 metros de ti, permitiéndole contestar a
las preguntas que le propones. El cuerpo
debe tener todavía una boca y no puede
ser un [Muerto Viviente]. El conjuro falla
si el cadáver fue objetivo de este mismo
conjuro en los últimos 10 días.
Puedes preguntarle al cuerpo hasta
cinco preguntas siempre y cuando conozcas un idioma que pueda entender.
Las respuestas normalmente son breves,
crípticas o repetitivas, y el cuerpo no
ofrecerá respuestas verdaderas si eres
poco educado con él o te reconoce
como un enemigo. El cuerpo no puede
aprender nueva información, no comprende nada que haya sucedido desde
que murió y no puede especular sobre
futuros eventos.
"
"Hechizar Persona","encantamiento.png",1,"[Rango 1][Encantamiento]","Intentas hechizar a una criatura con la
clave [Humanoide] que se encuentre a un
máximo de 12 metros de ti. El objetivo
debe superar una salvación de Voluntad
o quedar en estado [Encantado], considerándote un amigo durante 1 hora
o hasta que tú o tus compañeros le
hagáis algo perjudicial. La criatura tiene
ventaja en la salvación si tú o tus aliados
estáis luchando contra ella o si tiene la
clave [Feérico].
Al finalizar el conjuro, la criatura sabe
que ha sido afectada por él.
<br><br><b>Potenciación</b>. Eliges como objetivo a
una criatura adicional por cada rango
que aumentes. Las criaturas deben estar
a 12 metros del resto de criaturas afectadas por el conjuro.
"
"Heroísmo","encantamiento.png",1,"[Rango 1][Encantamiento][Concentración]","Tocas una criatura y la imbuyes de valentía. Durante 1 minuto la criatura es inmune a la clave [Asustado] y al comienzo
de cada uno de sus turnos gana tantos
PG temporales como el modificador
de tu atributo para el lanzamiento de
conjuros. Cuando el conjuro acaba, la
criatura pierde cualquier PG temporal
que le quedara.
<br><br><b>Potenciación</b>. Eliges como objetivo a
una criatura adicional por cada rango
que aumentes.
"
"Historias y Leyendas","adivinacion.png",5,"[Rango 5][Adivinación][Coste 450 pn]","Describe una criatura, una localización o
un objeto que sea propia de leyendas. El
conjuro trae a tu mente un resumen de
la sabiduría popular acerca de lo descrito. El conocimiento puede ser cuentos,
historias olvidadas e incluso saberes
secretos que nunca han sido extendidos.
Mientras más información poseas de lo descrito, más precisa y detallada es la
nueva información que recibes.
"
"Hoja Flamígera","evocacion.png",2,"[Rango 2][Evocación][Concentración]","Empleas una acción bonus para crear
una espada ardiente en una mano
que tengas libre. La hoja es parecida
en forma y tamaño a una cimitarra y
permanece durante 10 minutos. Si dejas
caer la espada, desaparece, pero puedes
volver a convocarla empleando una
nueva acción bonus.
Puedes usar tu acción para realizar un
ataque de conjuro cuerpo a cuerpo con
la espada. Si logras impactar, el objetivo
sufre 3d6 puntos de daño de fuego.
Además, la hoja flamígera emite luz
resplandeciente en un radio de 4 metros
y luz tenue en otros 4 metros más.
<br><br><b>Potenciación</b>. Incrementas el daño 1d6
por cada rango que aumentes.
"
"Identificar","adivinacion.png",1,"[Rango 1][Adivinación][Ritual]","Tocas un objeto y aprendes sus propiedades mágicas y cómo usarlas. Si en su
lugar tocas a una criatura, aprendes que
conjuros lo afectan.
"
"Ilusión Menor","ilusion.png",0,"[A Voluntad][Ilusión]","Creas un sonido o una imagen estática
a un máximo de 12 metros de ti. El
sonido debe tener un volumen fijo comprendido entre un susurro y un grito. La
imagen no puede tener más de 2 metros
de lado, ni tampoco puede emitir luz.
Si una criatura usa su acción para
examinar el sonido o imagen, puede
determinar que es una ilusión con una
prueba de Inteligencia contra la CD de
tu salvación de conjuros. La interacción
física con una imagen ilusoria revela automáticamente su naturaleza intangible.
Si una criatura percibe la ilusión por lo
que es, esta se vuelve irrelevante para
dicha criatura.
La ilusión finaliza tras 1 minuto, si
empleas una acción para disiparla o si
lanzas de nuevo este conjuro.
"
